embs0,embs1,embs2,embs3,embs4,embs5,embs6,embs7,embs8,embs9,embs10,embs11,embs12,embs13,embs14,embs15,embs16,embs17,embs18,embs19,embs20,embs21,embs22,embs23,embs24,embs25,embs26,embs27,embs28,embs29,embs30,embs31,embs32,embs33,embs34,embs35,embs36,embs37,embs38,embs39,embs40,embs41,embs42,embs43,embs44,embs45,embs46,embs47,embs48,embs49,embs50,embs51,embs52,embs53,embs54,embs55,embs56,embs57,embs58,embs59,embs60,embs61,embs62,embs63,embs64,embs65,embs66,embs67,embs68,embs69,embs70,embs71,embs72,embs73,embs74,embs75,embs76,embs77,embs78,embs79,embs80,embs81,embs82,embs83,embs84,embs85,embs86,embs87,embs88,embs89,embs90,embs91,embs92,embs93,embs94,embs95,embs96,embs97,embs98,embs99,embs100,embs101,embs102,embs103,embs104,embs105,embs106,embs107,embs108,embs109,embs110,embs111,embs112,embs113,embs114,embs115,embs116,embs117,embs118,embs119,embs120,embs121,embs122,embs123,embs124,embs125,embs126,embs127,mol_index,atomic_number,coordx,coordy,coordz,ldalabel,gnumarker,gnucolor,layer,atomizationE,NMR,NMRlinpred
-0.37804133,0.77821136,0.9078797,1.7422649,1.50243,0.83563364,1.0276945,-0.2976321,-1.7518237,-0.46388355,-0.65784276,0.48196605,-0.42809898,-0.6753787,1.3546962,-4.4253635,0.2900182,-1.4526877,2.2919383,-0.71345913,0.6864196,-0.65892124,-3.0978715,-0.36827594,-0.72790974,1.8924248,-1.10138,1.187104,-0.4919835,0.34487304,0.6065927,0.7798483,-0.18909557,2.393522,1.2775646,-1.7252957,2.9240425,1.2135777,0.8198876,-1.8406653,-0.34191698,1.0483203,0.7166596,1.5672345,0.19423983,0.12028074,2.0249424,0.14888725,1.1764408,2.2088315,-1.3007011,1.9655617,1.5881953,-0.8665189,-1.4856261,4.2604465,1.6956203,1.687388,-1.1796589,-0.46021074,-0.81066084,1.3480306,0.69266105,-0.3807004,0.3030444,-1.190067,-0.7166215,-1.3484484,-1.8544191,0.12966308,-0.7365932,0.069267005,-1.2366576,1.0098886,0.36437023,1.2615657,-0.029156178,-0.89175403,0.043064475,-0.09909582,1.0949938,-0.12285483,-2.415205,0.21608174,-1.7797067,0.2801508,-3.5452814,2.9481552,-0.87340736,-1.2371275,1.6767967,-3.1065817,1.2327905,0.9244331,-1.1626729,0.66386974,-0.45457438,0.33582026,0.54727995,2.162591,0.46829107,-0.38127798,0.09158307,-0.25489846,2.6297364,-1.2508636,1.2666122,-1.5216703,-0.34216774,-0.45666814,1.5721213,0.26000983,-1.9831936,-2.2698913,1.1113195,0.033556372,-1.149852,-0.68886065,-1.8320183,-0.31553805,0.38211507,2.074086,1.1390716,-2.0728362,-1.6450189,1.6160034,0.63296866,-1.6001804,0,6,-6.28E-06,-8.97E-19,-2.65E-18,4,9,16711680,5,-1033.2987,-2.09,-12.07582341
-1.7703341,0.66930205,-0.9898532,0.5520958,0.40785944,-0.71089184,0.70670366,0.014579769,0.7919804,1.5729158,0.44327462,-1.246523,-0.34682673,-0.6734822,0.44074625,-0.7812233,0.6931325,-0.35948804,1.971972,-1.1170124,0.044016972,-1.1668968,-0.9338161,0.7379837,-0.3527155,0.1071982,0.26591626,2.3791907,-0.5362628,1.2970747,-1.222495,0.84806,-0.19016665,-0.48887745,1.1092362,-1.8198167,2.6115105,2.1163642,1.0685756,0.031384766,-1.4963181,0.39723462,-0.6686137,1.9201274,0.09071946,0.5780186,-1.0716524,1.055092,-2.0604184,-0.53068846,-0.34855404,1.0108672,-1.2769446,1.0600835,-2.3804514,2.878145,-0.5245097,0.7520071,-0.92492294,0.11583257,0.37930167,2.9610832,-1.8507687,-0.355393,1.4383545,0.5940454,0.7799878,-1.8667091,-0.93234515,-1.1398385,1.3831594,-1.0263269,0.7108463,1.4622387,-0.04757791,0.26399523,0.05473227,-0.12355578,-0.3991298,0.9840676,-0.81442523,-0.46090353,-0.26474997,-0.8430753,-0.650496,-0.43076175,-3.0372727,-0.6753482,-1.8094426,0.29392216,1.0493339,-1.0474582,-0.40565592,-0.31313056,-0.19469972,0.00850749,0.36449072,0.77111334,-0.91782576,-0.25756776,2.105483,-1.741089,0.7392688,1.6904753,-0.6951192,0.43231064,-0.58447695,-0.65089977,-2.4402153,-1.0278133,1.4646893,0.2109114,-1.2569648,-0.9100907,0.48171866,-2.5247405,-0.86084247,-0.56405985,0.51997125,-1.8277247,1.4297376,0.1828367,-0.10609017,-0.46060523,0.5569401,0.23728828,1.411176,-1.9995687,1,6,-0.5975,0.055996135,0.0052,39,7,16729344,5,-1034.3496,75.58,69.32091666
-1.7703454,0.669297,-0.98986775,0.5521056,0.40785193,-0.7108828,0.7067319,0.014566626,0.7919607,1.5729088,0.4432743,-1.2465247,-0.34682086,-0.6734817,0.44073138,-0.7812226,0.69313073,-0.35947788,1.9719588,-1.1170013,0.044024482,-1.1668806,-0.93381304,0.7380066,-0.35272428,0.10718328,0.265953,2.379178,-0.5362567,1.2970848,-1.2224909,0.8480446,-0.19017825,-0.48889393,1.1092252,-1.8198168,2.6115272,2.1163363,1.0685859,0.03139896,-1.4963181,0.39725333,-0.6685987,1.9201208,0.090714306,0.578013,-1.0716593,1.0550946,-2.060415,-0.53071105,-0.3485365,1.0108793,-1.2769115,1.0600897,-2.3804667,2.8781202,-0.52452457,0.75201726,-0.9249349,0.11584538,0.37928244,2.9610968,-1.8507705,-0.35537073,1.4383516,0.5940549,0.7799984,-1.8667077,-0.9322957,-1.1398537,1.3831491,-1.0263488,0.7108605,1.4622434,-0.047585238,0.26400676,0.05474291,-0.12355112,-0.39911294,0.9840863,-0.8144149,-0.46088094,-0.2647507,-0.84308684,-0.6504962,-0.4307701,-3.037234,-0.6753589,-1.8094287,0.29393053,1.0493048,-1.0474582,-0.40565068,-0.3131233,-0.19474673,0.008477002,0.36447325,0.7711086,-0.91783077,-0.2575964,2.1055071,-1.7410843,0.7392536,1.6904753,-0.69512,0.43230617,-0.58447546,-0.65089583,-2.4401965,-1.0278049,1.4646802,0.2109237,-1.2569176,-0.9100929,0.48170727,-2.5247338,-0.860853,-0.56408924,0.519976,-1.8277123,1.4297392,0.18284275,-0.10609569,-0.46060818,0.55693704,0.23728332,1.4111352,-1.9995818,1,6,0.5975,-0.05600387,-0.0052,39,7,16729344,5,-1034.3496,75.58,69.32076096
-0.6623421,0.6203722,-0.5831948,1.190931,0.78578556,-1.173806,-0.21516299,-2.0683765,0.37901175,-0.6732619,1.68657,-1.2555647,-0.68077654,0.7001838,-1.0450852,-1.4863956,1.133924,-0.8804905,1.751467,-2.6900024,-0.37679788,-0.117150605,-3.1624575,1.0486239,-1.3574581,1.3164327,-0.13284466,0.8500905,-0.20942941,2.218688,-0.19803709,1.313564,-0.07390162,-1.815749,-0.1060918,0.06461175,3.4201949,1.098155,-0.9836327,1.2762764,-0.50898445,0.81144005,-1.0744164,1.8481503,1.1560897,-0.49120897,-1.7286327,2.3749886,-0.3005619,1.0634636,-0.51899844,0.66328216,-0.624529,3.5194485,-1.4982302,2.2373617,0.052402556,0.7083215,-0.52210206,-0.78955114,0.09675999,2.1095507,-0.93755364,0.2624694,2.2527118,1.445725,0.07867724,-1.5662522,-0.19033366,-1.1885514,1.7197134,0.002842277,0.28256905,-1.4396701,-0.7172532,1.7578692,0.25835615,0.66729754,-0.3280871,0.38788056,-0.09989482,0.33390763,-1.4948467,-0.45447296,-0.8577563,-0.32020363,-2.0825806,1.0010242,-1.7954948,1.1596322,0.3007938,-0.12576513,-0.39001775,-2.4937696,-0.43945244,-0.9501354,1.5306933,0.7839601,-0.35086167,0.11787537,0.52252066,-2.953236,0.22345504,1.9504514,0.4496669,0.48856932,0.96959466,-0.68364835,-1.2894619,-1.7749748,1.8974476,0.79575884,-1.5050547,-0.3783856,0.6974336,-2.241139,-0.52934223,-0.23975417,0.22006664,-1.7321277,0.052440032,1.2904683,-1.0600554,0.62709063,0.39539692,0.38606435,1.1097172,-0.48131052,2,6,-0.56148154,0.002367998,0,40,5,14596231,5,-1033.8497,-1,62.26836418
-0.7673253,-0.1284813,0.18645029,1.4717878,1.6372099,-0.3802929,0.119773984,-1.6522392,-0.43624717,-0.065283,1.4670408,-1.4220473,-0.047596276,-0.51022744,0.25544432,-2.9160354,0.45422927,0.016082704,1.4620423,-1.8234555,0.4496554,-1.1113514,-2.9430976,0.67267376,-0.7883386,1.316434,-0.69717324,0.28126112,-0.57730633,0.80897915,-0.3411125,1.8277786,-0.11147818,-0.33422887,1.5161929,-0.99235106,2.562614,1.6178948,-0.2768026,-0.5429194,0.14566377,1.1659169,-1.7140754,1.2508564,1.4092422,-0.6914912,-0.33656457,1.2072531,0.832325,0.82071567,-0.8566526,0.80061364,0.9163676,2.2130005,-1.0206509,3.303583,0.87632537,1.688955,-1.1400565,-0.32845667,-0.7768793,2.2279658,0.48554718,0.30609366,1.3876902,0.5501896,0.43592402,-0.34554404,-0.6179993,-0.33846804,0.62220657,-0.3218099,-0.05094835,-1.3526833,-0.014977284,1.3523649,0.18578036,-0.17878193,0.4423741,0.38568878,1.315604,1.169625,-1.7057273,-0.15777305,-1.7242918,-0.4890079,-2.837145,1.4680891,-1.4333003,0.6715122,1.1000009,-0.7617943,-0.8758276,-0.001466692,-0.5650319,0.52234006,0.5602145,0.07708289,-0.58929205,1.6264998,0.5071069,-2.5623145,1.0123059,1.4819573,0.30471897,-0.73582244,0.33956158,-1.163879,0.11720161,-1.2069712,1.7147439,0.5713923,-2.265153,-1.7275801,1.334406,-0.9231216,-0.060476303,-1.1440196,-0.7093072,0.027313799,0.26372176,1.5665213,-0.25256997,-0.05266601,-0.48375407,1.6674576,0.5054995,-1.7621942,3,6,-0.6052025,0.09762569,0.010308406,20,7,14423100,5,-1033.5155,-1,103.8615624
-1.0357008,1.0344996,-0.79398704,1.4695354,1.4690416,0.2354328,0.43990964,-0.6690965,-1.4784415,-0.5400605,0.38410097,-0.034147635,-0.9198333,-0.44190478,1.2318462,-4.210704,0.5312102,-1.1674333,2.1603599,-1.9136504,0.21293432,-0.7465684,-1.342972,0.7752364,-0.17949146,0.5495941,-0.37955514,0.17139345,-1.4348795,0.6979452,0.34116834,0.79090977,-0.68702376,0.9634777,1.9662585,-1.1410158,2.856696,0.6925374,0.83267164,-0.6944289,0.87969184,0.001177281,0.082365915,0.7477973,0.030389786,0.017633896,2.2090948,-0.8667864,0.08330863,0.70009506,-0.89171016,1.2309234,2.5963283,-0.63439626,-2.2246077,4.0522013,1.7760937,0.96965396,-1.9638954,0.4252454,-0.60228676,1.6554941,-0.2567842,-0.60887045,0.39832994,-0.61022013,-0.529045,-1.2698116,-1.5812114,-0.61210775,-0.5513216,0.24402282,-1.6234983,1.2477232,0.07538515,0.7978615,-0.09604967,-1.1907233,0.17145348,-0.50373304,0.5234965,-0.07641945,-1.7739938,0.07480869,-1.2294186,0.25626728,-2.2206545,1.929395,-1.6555214,-0.70350116,0.3971871,-2.5609343,0.4062342,0.56584024,-0.9921885,1.0049847,-0.6363939,0.5527934,0.5567594,1.7017767,0.057030097,-0.27386767,-0.1024766,0.8226902,1.8467383,-0.530704,0.92239404,-1.5042591,-0.020168483,-0.08783996,1.326654,0.93599266,-1.9546747,-1.8308643,0.2767007,-1.0303504,-0.2938289,-0.7406604,-1.1843487,0.20949458,1.2314099,1.2024211,0.52268565,-1.4068811,-1.0073733,1.7815235,0.17194429,-1.5670676,4,6,-0.66130334,-0.010203352,0.36620334,3,1,3329330,5,-1033.5507,6.51,10.62232864
-1.0357914,1.0346051,-0.7938601,1.4695252,1.4691794,0.2353658,0.43962705,-0.6690152,-1.4784045,-0.53990436,0.38422352,-0.03421238,-0.91979337,-0.44224054,1.2321024,-4.210656,0.53124285,-1.1675187,2.1605413,-1.9137931,0.21278131,-0.7467422,-1.3429611,0.775102,-0.17948732,0.5496942,-0.37966868,0.17160869,-1.4349965,0.69793904,0.34115443,0.7911581,-0.6869471,0.9635421,1.9664105,-1.1410222,2.8566806,0.692697,0.8327539,-0.6945472,0.8797121,0.000957936,0.082341224,0.7479162,0.030531466,0.017688924,2.2089233,-0.86660224,0.08304972,0.7003714,-0.8917334,1.2308787,2.595937,-0.6345695,-2.2244565,4.052543,1.7760377,0.96932554,-1.9638339,0.425084,-0.60195124,1.6554285,-0.2568895,-0.60907704,0.39840502,-0.61013496,-0.5292038,-1.2699589,-1.5816467,-0.61192966,-0.551185,0.2439394,-1.6236798,1.2477582,0.07540169,0.79767704,-0.0961256,-1.1908618,0.17119277,-0.5037781,0.5234439,-0.07669954,-1.7740365,0.074934036,-1.2292712,0.25629354,-2.2210226,1.9295348,-1.6556454,-0.70346564,0.39724925,-2.5608585,0.40607017,0.56577533,-0.99162084,1.0053774,-0.63625586,0.55275434,0.55709887,1.701833,0.05686383,-0.27397394,-0.102329135,0.82257706,1.8467405,-0.5304909,0.9224912,-1.5043201,-0.020423487,-0.08796704,1.3265591,0.9360764,-1.9551325,-1.8309848,0.2767794,-1.0302548,-0.29373127,-0.7403081,-1.1844814,0.20921688,1.2312241,1.2023202,0.52273256,-1.4069424,-1.0073082,1.7815819,0.17246151,-1.5670221,4,6,0.66129667,0.010196649,-0.36619666,3,1,3329330,5,-1033.5507,6.51,10.62121397
-0.07482815,0.10592049,0.12278625,2.0720096,2.4589722,-0.89861417,0.5610646,-1.780371,-1.817633,0.03294733,0.7525042,-0.019374125,-0.37333345,-1.1431392,1.6825407,-4.062768,-0.26185977,-0.2733031,2.073523,-1.0768197,0.3507323,-0.98942846,-2.337499,0.053628817,-0.059675753,1.1310265,-1.0245787,0.22133017,-1.4708763,0.48868254,0.61696434,2.8949437,0.38657606,0.48687416,3.0882964,-1.2233119,2.6935043,1.202653,0.10955459,-1.2752733,0.30963862,0.1315192,-0.496092,0.84272504,1.5323551,-0.44607154,1.4486794,0.6233139,1.3333069,1.4493011,-1.2147704,1.0559253,1.8116769,0.11273423,-0.10469499,4.4004407,1.5525879,1.5381768,-1.4006689,0.39841098,-0.76185775,1.07424,0.62984955,-1.0669657,0.41456634,-0.36001253,-0.33070743,-0.4615144,-1.5065292,0.5478574,-1.3117678,-0.22468318,-1.1430902,-0.4093731,0.17416283,0.124607444,0.09185982,-0.6343037,0.24108505,-0.56207645,2.0420864,0.6433916,-1.4182727,-0.7439885,-2.0639997,-0.21782678,-3.5942438,2.8401158,-1.3253098,-0.41616097,1.6402482,-2.0056708,-0.021169364,1.2917346,-0.58548987,1.6593075,-0.46332383,0.38892892,0.17181733,2.5479848,0.23046118,-1.4246218,0.43261942,1.0538505,0.76697886,-0.44339263,0.57163507,-1.3702867,0.102414645,-0.6875116,0.70020294,0.31893578,-2.5472488,-2.0029325,1.2950236,-0.4772977,-0.46213406,-1.1885239,-2.3139668,0.16896251,-0.15935907,1.9835029,0.8662737,-1.4074576,-1.4714468,1.5183578,1.2785752,-1.3451579,5,6,-0.6841732,0.15283528,0.19158006,7,2,4620980,5,-1033.2283,50.22,39.99945837
-1.7964821,0.766239,-0.2918762,0.34885463,-0.11160375,-0.5442569,0.5522618,0.41873074,1.7246356,1.501159,0.28656137,-1.0410757,0.33266473,-1.0213512,0.68999434,-0.29019302,1.0290421,-0.53641015,1.1683149,-1.1268624,0.24482517,-1.4329715,-0.84729606,1.0234519,-0.21740668,-0.25879955,0.79135185,3.1312575,-0.32176617,1.3983874,-1.5311888,0.43980375,-0.12403354,-0.39443254,0.7581165,-1.9769151,2.0775197,2.6112957,1.1158589,-0.6674715,-2.019916,0.84805596,-0.45991874,1.559083,-0.07124156,0.79632694,-1.6324598,1.0309713,-2.6018596,-0.0921171,-0.52230865,0.934358,-1.832327,0.59064937,-2.590752,2.7903376,-0.88357586,0.4538839,-0.8514807,0.33733198,0.2282322,2.8615289,-2.1640508,-0.1945208,1.8002528,0.81100655,0.5075655,-1.4004371,-1.087872,-1.0992335,1.6257708,-1.3376658,0.6333201,1.1822528,-0.26570815,0.5826721,0.4127466,0.32152647,-0.12885875,0.82981205,-1.1382282,-0.6247119,-0.31512138,-0.56044286,0.4964207,-0.33261937,-2.9669943,-0.010488212,-1.3610849,0.30709824,1.163779,-1.1351484,-0.69875467,-0.056650028,0.34253538,0.14901131,0.8527443,1.2557012,-0.65929675,-0.49862438,1.9472303,-1.739716,0.33387482,1.7086554,-0.80557925,0.6703392,-0.8763584,-0.21872184,-2.3809814,-1.3757932,0.76966596,0.31955698,-1.4783328,-0.89090276,0.75774604,-2.1528676,-1.1649896,-0.25104326,0.32972455,-2.6148987,1.2224253,-0.07428369,-0.30273694,-0.2697358,1.0515528,-0.505885,1.4613507,-1.0105355,6,6,1.3579115,0.02439339,-0.105106086,39,7,16729344,5,-1034.653,67.65,70.98773067
-1.97385,1.0278331,-1.8418825,0.3449941,0.5441964,-1.4065733,1.0861902,-0.82757187,1.1141198,2.2630997,0.8885637,-1.6878022,-0.7007509,-0.7913425,0.30164683,0.15809627,0.6897272,-1.003993,1.7146556,-1.4790827,-0.496881,-0.45609814,0.31495085,1.7596785,0.50117886,-1.4352642,0.37435248,1.42148,-1.4111542,1.7209466,-1.3856735,1.6927946,-0.010642558,-1.3092288,1.1362462,-1.4429307,2.7535255,1.4997175,0.76455146,1.8447235,-0.76125526,-0.93706906,-0.6580032,2.0406802,0.23525886,0.40789124,-1.0814235,1.1812327,-3.134957,-0.7658154,-0.21660876,0.7419559,-0.44044042,0.8675589,-2.0845623,2.1324086,-1.516742,0.53851193,-0.6216107,0.7363894,0.53741956,2.7030973,-2.6703308,-0.2932825,1.9941957,0.63011146,0.62700164,-1.2631439,-0.12394056,-1.6044688,2.2732506,-1.5740428,0.9375125,1.4061134,-0.65400046,-0.43440366,-0.07100859,-0.4287939,-0.49630243,0.7001843,-1.0011613,-0.71859175,0.9524016,-1.4302515,-0.79044,-0.7948601,-2.1643,-1.1652671,-1.7945185,0.4315175,0.20160756,-0.7201792,-0.27752933,-0.7331904,-0.59091556,-0.3352297,0.5051712,1.426108,-0.60588765,-0.8493256,1.9801574,-2.2373226,0.65692425,2.8705065,-1.3015294,1.1129643,-1.6516174,-0.79389375,-2.3391232,-0.78407645,1.0219579,-0.26433432,-0.72785956,-0.31642652,-0.22741547,-3.706589,-0.07451458,-1.126015,1.5864091,-1.470571,1.6143429,-0.6018542,-0.009289742,-0.28280514,1.8898497,0.26097476,1.6092715,-2.2170098,6,6,0.16101137,0.002893391,-0.012506088,38,7,8421376,5,-1034.7898,80.17,82.45253784
-0.65978426,0.9944486,-0.65592486,0.5904306,0.027215734,1.0321074,0.87069565,0.67019165,-0.33401418,-0.34441757,-0.47978163,-1.049474,0.08414848,-0.88794255,0.18591353,-2.1581876,0.59027267,-0.8032508,1.7272577,-0.4993557,0.82375026,0.13967204,-1.3879354,0.7768769,-0.42287523,0.6032473,0.49445772,1.9234922,0.7936452,1.0446147,0.24475358,0.14634758,-0.5593308,1.4915333,0.50333655,-2.0357125,2.630669,1.8513372,0.08574307,-0.9883536,-0.21793705,1.3974872,0.6697981,1.6612337,-0.29251406,0.97615933,0.82710093,-0.16018969,-0.33021945,0.7241559,-0.2943678,1.7750669,0.29717377,-0.45991778,-1.9987407,3.3913126,0.62022,0.8927775,-1.3454609,-0.30819634,-0.7475065,2.258646,-0.2117104,-0.47959796,0.74736977,-0.33016607,-0.4770964,-1.2499382,-0.7088232,-0.11857751,0.61188084,-0.11022326,0.23478517,1.3355281,0.3601451,1.7404987,0.695088,-0.96115696,-0.3028964,0.45769033,0.43392837,-0.24466574,-1.0679866,0.49041298,-0.51363474,0.2819801,-2.8352416,0.7596762,-1.5674847,-0.23123032,0.9168713,-1.8727318,0.7316675,-0.33183768,-0.3340059,0.30709818,-1.2231266,0.8812804,0.09369888,0.71931696,1.1200632,-0.48722732,0.8910209,-0.8014022,1.7019088,-2.0685337,0.92130035,-0.7744906,-0.15864193,-0.6424057,1.9309201,0.72939754,-1.3146632,-0.728422,0.81025815,-0.44580308,-1.0608155,-0.41290936,-0.44231695,-1.008835,1.1634582,0.7154773,0.22426954,-0.4119236,-0.11889438,0.74833214,0.36913893,-1.5583539,6,6,-1.2976886,-0.02330661,0.10049391,3,1,3329330,5,-1033.9119,3.33,3.059438452
