0.0,-1033.17919921875,-17.071924209594727
3,-1034.2283935546875,-17.716510772705078
6,-1033.4344482421875,-17.310536702473957
8,-1034.4523518880208,-17.51714038848877
12,-1033.5765787760417,-17.379570484161377
15,-1033.7777099609375,-17.533757209777832
20,-1033.6927795410156,-17.409803199768067
22,-1035.1092529296875,-17.762676239013672
28,-1034.5437622070312,-17.419036865234375
29,-1034.3218383789062,-17.520206769307453
38,-1033.668701171875,-17.417870140075685
42,-1033.8694152832031,-17.521950721740723
46,-1033.8515625,-17.54696559906006
53,-1033.801025390625,-17.42562198638916
60,-1034.3003662109375,-17.488465785980225
79,-1033.7500732421875,-17.430552005767822
82,-1033.9671630859375,-17.502846717834473
91,-1033.89384765625,-17.533258628845214
96,-1033.9272705078124,-17.507115173339844
101,-1033.9749755859375,-17.6024649143219
103,-1034.767431640625,-17.776456832885742
111,-1035.067431640625,-17.51096200942993
115,-1034.4308349609375,-17.44622278213501
117,-1034.226611328125,-17.533259391784668
129,-1033.7165283203126,-17.444880485534668
135,-1034.4508056640625,-17.656821250915527
145,-1033.8853759765625,-17.5307186126709
152,-1034.212158203125,-17.715041399002075
155,-1033.9514404296874,-17.594780921936035
158,-1034.084619140625,-17.636980533599854
208,-1034.9300130208333,-18.09943675994873
213,-1034.3171793619792,-17.46061019897461
222,-1033.8301595052083,-17.435464995247976
227,-1034.400390625,-17.435269165039063
243,-1034.1959431966145,-17.527816390991212
266,-1033.7677001953125,-17.451593262808665
281,-1033.8031412760417,-17.429986545017787
284,-1033.9474487304688,-17.515089988708496
291,-1034.0034790039062,-17.485822995503742
301,-1033.9149983723958,-17.52590799331665
306,-1034.0153401692708,-17.579555130004884
317,-1034.7061157226562,-17.614649454752605
361,-1034.2339680989583,-17.500093078613283
381,-1033.7813110351562,-17.44422381264823
388,-1034.4736328125,-17.567800998687744
404,-1033.9685872395833,-17.507391611735027
422,-1033.9315999348958,-17.521628697713215
446,-1034.2886555989583,-17.614842033386232
449,-1034.1918538411458,-17.655979347229003
452,-1034.202901204427,-17.650788879394533
456,-1033.9727783203125,-17.572768211364746
463,-1033.9745279947917,-17.49133014678955
468,-1034.1313883463542,-17.586261749267578
474,-1035.4245198567708,-17.764293670654297
477,-1034.6254069010417,-17.707584063212078
495,-1035.034912109375,-17.42728900909424
496,-1034.7803548177083,-17.59242598215739
