embs1,embs2,embs3,embs4,embs5,embs6,embs7,embs8,embs9,embs10,embs11,embs12,embs13,embs14,embs15,embs16,embs17,embs18,embs19,embs20,embs21,embs22,embs23,embs24,embs25,embs26,embs27,embs28,embs29,embs30,embs31,embs32,embs33,embs34,embs35,embs36,embs37,embs38,embs39,embs40,embs41,embs42,embs43,embs44,embs45,embs46,embs47,embs48,embs49,embs50,embs51,embs52,embs53,embs54,embs55,embs56,embs57,embs58,embs59,embs60,embs61,embs62,embs63,embs64,embs65,embs66,embs67,embs68,embs69,embs70,embs71,embs72,embs73,embs74,embs75,embs76,embs77,embs78,embs79,embs80,embs81,embs82,embs83,embs84,embs85,embs86,embs87,embs88,embs89,embs90,embs91,embs92,embs93,embs94,embs95,embs96,embs97,embs98,embs99,embs100,embs101,embs102,embs103,embs104,embs105,embs106,embs107,embs108,embs109,embs110,embs111,embs112,embs113,embs114,embs115,embs116,embs117,embs118,embs119,embs120,embs121,embs122,embs123,embs124,embs125,embs126,embs127,embs128,pk1,ldalabel,gnumarker,gnucolor,mol_index
-0.07761401,-0.108608484,0.6611452,-0.08181862,3.2773244,1.6518196,-0.27177727,-0.4151128,-2.1824684,0.34524605,-1.2619448,3.0545382,-2.275488,0.7070451,0.672043,-2.3486226,-1.555956,-0.34228718,0.90695345,-1.0253556,-0.13939922,-0.5459239,-0.7703654,-0.20479067,0.78838813,-0.07405886,0.6473905,0.56439704,-0.5044675,1.005776,1.3353173,0.08599219,0.31875804,0.15284377,1.9101009,0.71102786,-1.3062735,-0.10675204,-0.41982043,0.2615916,0.23560435,-1.0750012,1.0641625,1.5176575,-0.44413435,2.9048493,2.1982698,-0.32550395,0.09268755,-0.15406457,-1.373605,0.73645246,0.6452323,-2.297409,0.005394176,-0.032285273,0.85882187,0.03822139,0.39983016,0.664623,1.0469291,-1.0278239,-0.68683696,-2.5459259,-1.0568286,-0.4565165,0.9350834,-0.4119936,-1.6158167,0.48187426,-2.6200285,0.3521149,-1.5184829,2.0177193,-0.47333267,-0.21347484,-0.11548132,-1.6565751,-2.6151457,-2.7064273,-0.35468245,-1.7743375,-0.44816464,-0.1953614,-1.4729309,1.3422811,-2.9965425,0.09875517,-0.8315441,-1.3129691,-1.3168113,-2.1290178,0.9462423,-0.21273237,-0.2186742,1.813847,-0.74850583,1.039122,1.5967352,-0.057472497,-1.6762849,1.1627465,-0.6780734,0.22033584,0.6608399,0.52975434,0.4535095,-1.8565545,0.71765625,0.585767,0.32553315,1.3433213,-1.9890666,0.18549229,-0.94876933,0.5805213,0.9416059,2.094033,-0.09003285,-1.6506041,0.16208833,0.002034038,-0.53259635,0.13775253,-0.6582637,1.0851586,-1.1635784,-0.14831169,15.5,5,9,10025880,0
-0.38337553,-0.1783374,0.9260733,0.078599095,1.5595509,2.6668816,-0.2626828,1.9576403,-1.133178,-0.22407365,-1.1755996,3.146763,-1.8024192,1.3858047,-0.29093048,-0.7196118,-1.1365222,0.7108898,-0.20518917,0.69745433,0.46767858,-0.070250526,-0.92581856,-0.43556002,0.2770876,0.42193162,1.7259715,2.165177,1.036366,0.91334516,1.301166,-1.4925549,0.22343679,-0.17121598,0.27322048,-0.5365501,-2.0100098,0.33421284,-0.4104182,-0.30222642,-1.4885254,0.30805713,0.17852512,1.4985341,-0.005074561,3.150456,-0.25313333,-0.083955675,-0.2526161,-0.13082343,-0.6416942,-0.009660205,-2.5391407,-1.6990464,-1.2222512,-1.2469214,-0.2902277,0.30420655,0.9995821,-0.43395558,1.8506705,-0.51652944,-0.067601085,-1.3918755,-0.5916724,-0.28029266,1.0626867,-0.41852438,-1.3753674,1.5154614,-1.7357762,0.36221835,0.95048493,2.1049747,-0.086124435,0.21378817,0.56640756,-1.6842644,-3.104627,-0.77914876,-0.758301,-1.6277602,-0.89802533,-0.35107157,0.02485083,1.0167048,-1.9738939,-1.0024077,-0.9395524,-1.0356288,-0.21786934,-0.7192224,0.9040797,-0.12231584,0.28621823,1.2499932,-0.507202,0.64747465,0.2136293,-0.3253554,-0.83438855,0.5984845,0.17924662,-0.81523895,0.2660902,-0.9160373,0.9858309,-0.7085201,-0.37428528,-0.25821424,1.8269869,0.9300358,-1.596441,0.47557247,-0.7082157,1.3372731,0.20503774,2.3483152,0.8096291,-2.9814308,0.6687234,-0.44760033,-0.63285464,1.4134444,0.15402472,-0.43938437,-0.91892713,0.25494167,2.98,8,5,6266528,1
-0.80361927,-0.30634877,2.3573284,-0.73646796,1.8154013,1.6373959,-0.10923472,1.0282985,-0.25688943,1.3803836,-1.4210185,2.5488634,-1.245985,0.7496294,0.53330725,0.8187606,-1.2399501,-0.63587195,0.1335132,-0.5193989,0.32328498,-0.8428111,-0.4990639,0.3522177,0.6067374,-0.14950112,1.055363,2.0178506,0.22671217,1.0442524,0.083866954,-0.49959326,0.94965047,-0.61936224,0.1507695,-0.5045946,-1.9618607,0.41450945,-0.45553806,0.79594684,-2.1216583,-1.171647,0.7143864,1.345598,-0.56715953,2.292148,0.34982127,0.9675123,-0.9530918,-0.45856225,-1.3742408,-0.036655977,-1.6442584,-1.0565356,-0.9049956,-1.313,-0.79264665,-0.23254645,1.4058726,1.0429907,1.4679737,-0.8553082,-0.85039747,-0.47839785,-0.3935716,-0.050370187,0.40015173,-0.33041513,-0.5434312,0.28649488,-0.6912061,-0.024574235,0.28445214,1.0809126,-0.71672624,-0.37511086,-0.47625464,-1.0848737,-2.1662166,-1.4182622,-1.7532951,-1.7089319,0.61440384,-0.22399203,-0.33535093,1.2831877,-2.4319174,-0.2964766,-0.19682589,-0.9690411,-0.9497,-0.72986984,0.0746534,-0.32158557,-0.16672334,1.5716914,0.85518557,1.9814339,-0.014394522,-0.51759404,0.071315825,0.38053083,0.08268959,0.7590154,-0.7281445,1.7757471,-1.3588805,-0.9843318,-1.516402,-0.59264696,0.52295715,0.24916595,-1.937731,0.41060323,-0.5248178,1.0152353,0.9426588,2.502424,1.2057517,-2.6719537,0.82275754,-0.75467056,-0.7549635,1.5583788,0.73922205,-0.9729922,0.003177628,0.1911068,13.57,16,1,16770273,2
-0.72897166,-0.6610401,1.1851653,-0.13238774,2.153088,2.584626,-0.003603131,1.8113258,-1.3495405,0.26046443,-1.7448928,3.5197442,-2.1352944,0.89514726,0.34166032,-0.6722677,-1.3814478,0.6729233,-0.1920737,0.3064922,0.47301927,-0.516129,-1.2899625,-0.17512545,0.36051148,0.6236933,2.0535402,1.8351033,0.61689913,0.54440254,1.3246794,-1.3034117,0.35014728,-0.43119398,0.6978744,-0.10471395,-1.792834,0.3024357,-0.49198827,-0.16998145,-1.0101391,-0.2047082,0.70243907,1.6662873,-0.31768858,3.1396403,0.31100458,0.09076002,-0.68855226,0.1446074,-0.27903086,0.02021861,-1.6211898,-1.6627003,-0.8153217,-1.0799929,0.14267264,0.46121368,1.1658479,-0.10724974,1.3655916,-0.59686285,0.060557187,-1.3321345,-1.3793408,-0.44048426,0.70712733,-0.82389116,-1.0070124,1.2298824,-2.5619702,0.30167305,0.14507042,1.9327782,-0.56650454,0.42202008,0.37018502,-1.3426307,-2.8481405,-0.38724017,-0.8427801,-0.99967515,-0.87761295,-0.5721476,0.35451528,0.84714895,-2.167007,-0.30307275,-0.97725046,-1.0621939,-0.22587848,-0.9221599,0.78356165,-0.046411064,0.24313328,1.2331395,-0.5679364,1.1628983,0.37656748,-0.32287806,-0.9463594,0.79059786,-0.089240685,-0.7441028,0.3757584,0.08519971,0.6151326,-1.111333,-0.7649256,-0.38704014,1.2996204,0.49746048,-1.8285108,-0.19456893,-0.35160372,1.3679069,0.30895644,2.3942397,0.12512156,-2.2488132,1.3190086,-0.18504393,-0.40972522,0.9943736,0.16389114,-0.42529693,-0.8617061,0.5001679,4.757,8,5,6266528,3
-0.57942593,-0.3669591,1.0076184,-0.23654403,2.057096,2.6703472,-0.023591205,1.5990695,-1.1225175,0.48360774,-1.6547925,3.5729642,-2.1226878,1.1596357,0.33195624,-0.8085971,-1.5238842,0.66920555,-0.31066197,0.5103662,0.67729443,-0.45607057,-1.5408471,-0.42961273,0.3757823,0.66622233,2.030016,2.0126042,0.58243847,0.37365195,1.3387359,-1.0962882,0.030024257,-0.03893259,0.5685525,0.09132427,-1.7215359,0.45343947,-0.74810314,-0.36530855,-0.83080566,-0.059967585,0.8085469,1.6365874,-0.3599283,3.081799,0.5114882,0.11282769,-0.48454928,0.17755991,-0.4001857,-0.04089751,-1.6128185,-1.6086519,-0.81799257,-1.3136663,0.17950618,0.109711856,1.0359195,-0.22428548,1.3734342,-0.6361029,0.03497246,-1.4531586,-1.3421735,-0.53680575,0.7470454,-0.62553394,-0.924531,1.321673,-2.5385988,0.30139524,0.10227729,2.1127102,-0.5367655,0.4713477,0.37213564,-1.2134206,-2.834186,-0.6230541,-0.7579589,-1.205315,-0.82739437,-0.39273134,0.119501114,0.73031855,-2.0356283,-0.77753013,-1.3081079,-0.91315514,-0.22586104,-0.8919032,0.7385243,-0.02252407,0.338865,1.1370485,-0.6560268,1.0583496,0.3144646,-0.28339386,-0.86219615,1.0572823,0.21192285,-0.81521463,0.5226353,0.050143212,0.7724495,-1.1190288,-1.0036117,-0.4346346,1.3106282,0.63566744,-1.8831103,-0.29078928,-0.3908095,1.2324365,0.2831825,2.307061,-0.37244406,-2.3639934,1.3382353,-0.027032198,-0.60133183,1.1023142,0.2844405,-0.27718246,-0.70437944,0.43544042,3.62,8,5,6266528,4
-0.1677747,-0.4411977,1.1423688,-0.27020925,2.9272087,2.2523572,-0.20012468,0.004493684,-1.7573633,0.3996205,-1.5824699,3.1353009,-2.1056924,1.0089818,0.7116179,-1.9746778,-1.5456475,-0.18183821,0.15920037,-0.58079743,0.044166997,-0.4453893,-0.72242767,-0.012382537,0.50475836,0.35429555,1.4006959,0.64303774,-0.50671697,0.51190233,1.2983772,-0.29639673,0.10824403,-0.103370905,1.4833322,0.5248009,-1.7257658,-0.026555002,-0.873724,0.42840683,-0.06566334,-1.268597,0.9422033,1.5686315,-0.3060045,2.9730737,2.0090342,-0.3917912,0.015355319,0.17031866,-0.8522766,0.3754594,0.89019334,-2.3253746,-0.026067004,-0.5618708,0.6133037,-0.21303152,0.61403507,0.8590454,1.1518528,-1.1030456,-0.38558543,-2.0871973,-1.073966,-0.5500441,0.8146684,-0.10881834,-0.77751213,1.0369384,-2.5584366,0.23359269,-1.0107236,1.2473965,-1.0294455,0.15430045,-0.0833624,-1.3220973,-2.2563276,-1.8890699,-0.43359062,-1.3822975,-0.80467105,-0.48947966,-0.7941264,1.5306917,-2.2532887,0.6005568,-0.650315,-1.3682806,-1.0663855,-1.5264874,0.80497813,-0.043267965,-0.16213986,1.6004095,-1.0698203,1.041359,1.5836211,-0.10125975,-1.7743473,1.4273735,-0.87268794,-0.07394998,0.91222394,0.69729936,0.13044882,-1.6717522,0.43221456,0.09282346,-0.1507904,1.3638622,-2.0696878,-0.20126703,-0.8236685,0.9194924,0.9650598,2.5769763,0.07954367,-1.4254797,0.29894102,-0.13463968,-0.5273875,0.67092544,-0.20568757,0.434869,-1.4768848,0.2644521,15.93,5,9,10025880,5
0.05746606,-0.01347056,1.2848759,-0.27606782,2.5389245,1.9541816,-0.4340864,-0.528473,-2.060186,0.22056553,-1.3652437,3.2236695,-2.0647697,1.4848645,0.6783155,-2.1160989,-1.1736414,-0.27401513,0.2886934,-0.32613286,0.16219361,-0.5172644,-0.4327261,-0.30132002,0.41757238,0.5657529,1.0651743,0.6461804,-0.7524837,0.5297879,1.2451061,-0.32494187,-0.03627287,0.12514216,1.5681934,0.4987504,-2.2511883,-0.060949087,-0.90194917,0.5397097,-0.27099586,-1.3434075,0.5814403,1.4018561,-0.32325026,2.7256405,2.1186562,-0.64169455,0.31070969,-0.19760935,-1.110188,0.12769961,1.0511909,-2.2918968,-0.23422676,-0.7037648,0.39062583,-0.21405733,0.26637813,0.8762979,1.1323904,-1.1366105,-0.3368567,-2.2835398,-0.6982744,-0.4732884,1.0349151,-0.11331129,-0.98945653,0.9983927,-2.2499604,0.40122014,-1.130668,1.5011361,-0.6503453,-0.166331,-0.20401901,-1.7023789,-1.9495888,-2.5346215,-0.637275,-1.8921525,-0.8176147,-0.49654394,-1.0985779,1.7149849,-1.9506501,0.6037659,-0.49896985,-1.5271989,-0.9976208,-1.5449834,1.0341463,0.27254632,-0.25096124,1.6515135,-1.0919652,0.82962507,1.2875363,0.10405281,-2.1570592,1.5382003,-1.0452923,0.39864257,1.1258512,0.23164207,-0.08251935,-1.7796335,0.6544845,0.13026264,-0.45654544,1.3353809,-2.2349432,0.13535719,-1.1896067,0.65918857,1.1701983,2.7145405,0.13894027,-1.4066794,-0.0751729,-0.34053996,-0.5113206,0.49662817,-0.5342497,0.53923094,-1.6147044,0.33086783,15.4,5,9,10025880,6
-0.26294297,0.12499988,2.0166068,-1.2687922,1.9243524,2.0774274,-0.5619414,0.8412894,-0.22243497,1.1022347,-1.0311575,2.484054,-1.0442028,1.7293656,-0.03639736,1.1001539,-1.1003925,-0.57443947,0.13499956,-0.07192829,0.51694787,-0.7017536,-0.44940716,0.52462125,1.2714999,-0.16205026,0.60312444,2.6820786,0.21661754,1.4901803,0.42309418,-0.46456388,1.1310463,-0.20278937,0.024310261,-0.43107247,-1.7703182,0.4391682,-0.6499535,0.54035616,-2.2260046,-1.4041842,-0.003862307,1.1155072,-0.005470797,2.4544454,0.012830809,0.37204432,-0.038093224,-0.7399988,-1.4404979,-0.10499852,-2.2362804,-1.3477147,-0.6061286,-1.7044919,-0.78623694,-0.46220648,1.2190298,0.28184912,2.0845358,-0.71499485,-0.57791424,-0.4668703,0.07747759,0.03220392,0.7833931,0.18699467,-0.84248656,0.4605942,-0.69584525,0.4805358,0.72731024,1.5953704,0.1588979,-0.004064053,-0.57094365,-0.99966896,-2.58198,-1.9338692,-1.7976364,-2.3898768,1.0961142,-0.51568276,-0.09929781,0.98259795,-2.3908854,-0.8046027,-0.13516958,-1.2144952,-1.2809968,-0.60159516,-0.06164372,-0.6965962,-0.05163666,0.72690964,0.68014276,1.4948287,-0.09876853,-0.12425759,-0.23428762,1.267385,0.047209777,1.0938488,-0.5664853,1.1754583,-0.9262326,-0.9579077,-1.2123282,-0.50797564,0.18573612,0.38810557,-2.1689036,0.44100463,-0.32579213,0.49029666,0.7651399,2.4150436,0.7722868,-2.8069358,0.16808444,-0.40418598,-0.39579698,1.8980495,1.0982168,-1.3131632,0.07541391,-0.43970814,10.21,16,1,16770273,7
-0.056358695,0.036767483,0.7710372,-0.50719947,2.0955737,3.0912519,-0.44623753,1.642537,-1.0882522,0.051330373,-1.4913251,3.2481089,-1.952637,1.5252173,-0.3669912,-0.8416755,-1.238179,0.70978135,-0.44699454,0.6112275,0.7248237,-0.103534475,-1.2578349,0.023598686,0.87208265,0.56905067,1.6609572,2.5175877,0.80831975,0.9456396,1.263657,-1.3069053,0.18947265,0.15763363,0.4295338,-0.1668942,-1.7546611,0.38155353,-0.49715364,-0.58345276,-1.128778,-0.13566312,0.0637244,1.3859354,0.15940955,3.3805714,0.35678023,-0.26524767,0.040516853,-0.010171592,-0.60259426,0.047593877,-1.8986897,-1.7726862,-0.71471876,-1.304275,-0.037195727,0.20929219,0.8185903,-0.87142694,1.6538782,-0.41529518,-0.13902304,-1.5062034,-0.50080246,-0.25465354,1.227509,-0.08544973,-1.4030566,1.3016434,-2.2595043,0.7772482,0.58060974,2.3203824,0.17710783,0.62748706,0.46141592,-1.5122985,-3.2486098,-1.1762916,-0.6698468,-1.6435274,-0.62141776,-0.64092565,0.3731895,0.4190333,-2.1513343,-0.74662346,-0.83656013,-1.0726188,-0.47411785,-0.89154077,0.681403,-0.18840952,0.4728218,0.47398907,-0.62164557,0.8231264,0.5159291,-0.11001475,-1.2311429,1.3800235,-0.1307086,-0.68072516,0.79933465,-0.66319096,1.1654613,-1.0375903,0.14516449,-0.33284828,0.97891206,0.84204733,-2.1619225,-0.0931859,-0.6205049,0.9191313,-0.012225241,2.5780044,-0.26793978,-2.9431806,0.6282381,0.2686398,-0.45849064,1.514182,0.3864832,-0.4160337,-1.2474434,0.05909049,0.52,8,5,6266528,8
-0.15240014,-0.16763109,0.778918,-0.42436123,2.0762084,3.0363271,-0.47788525,1.7383672,-1.1884766,0.10075092,-1.6519382,3.229687,-1.8709586,1.2234838,-0.16403815,-0.7739779,-1.4895915,0.73870873,-0.33840373,0.46916294,0.70053136,-0.32690924,-1.1980741,-0.09453608,0.50782245,0.37712318,1.9298122,2.299752,0.71650326,0.6886193,1.1820791,-1.2255565,0.2624968,-0.14536026,0.454953,-0.40318203,-1.9029816,0.31018415,-0.6412672,-0.61313456,-1.0738425,-0.3542313,0.3050677,1.473077,-0.10169178,3.1604562,0.17293704,-0.064139366,-0.2816108,-0.040504716,-0.57215285,0.17932683,-1.7534109,-1.7480105,-0.8548677,-1.315721,-0.06557481,0.22699432,0.9782585,-0.48900986,1.475041,-0.5582708,-0.23173091,-1.5743867,-0.86423826,-0.08666511,1.1696169,-0.42619035,-1.1682024,1.2166126,-2.3347585,0.7061631,0.48071498,2.2437887,-0.123997375,0.48221773,0.44971427,-1.4559917,-3.1801128,-0.923895,-0.8009882,-1.3593915,-0.64744186,-0.4952112,0.44192246,0.50259787,-2.127518,-0.525551,-0.92810714,-1.140573,-0.395024,-0.8612631,0.6558933,-0.21883148,0.55135274,0.80208695,-0.6737767,0.9605731,0.61648184,-0.21535826,-1.2206899,1.2078197,-0.015127827,-0.75552905,0.45608392,-0.31071487,0.9491618,-1.0263518,-0.17573452,-0.3946489,0.88131046,0.86710405,-1.8712287,-0.14086053,-0.5272336,1.2490445,0.07724702,2.3696003,-0.10870254,-2.687434,0.76971436,-0.040206134,-0.5373722,1.4616914,0.3573083,-0.38634413,-1.072923,0.1248423,1.13,8,5,6266528,9
